Player,Solo score,Solo top1,Solo kd,Solo winRatio,Solo matches,Solo kills,Solo minutesPlayed,Duos score,Duos top1,Duos kd,Duos winRatio,Duos matches,Duos kills,Duos minutesPlayed,Trios score,Trios top1,Trios kd,Trios winRatio,Trios matches,Trios kills,Trios minutesPlayed,Squads score,Squads top1,Squads kd,Squads winRatio,Squads matches,Squads kills,Squads minutesPlayed,LTM score,LTM top1,LTM top3,LTM kd,LTM winRatio,LTM matches,LTM kills,LTM minutesPlayed,Source
Panzerッ,1319654,573,2.88,12.9,4454,11196,48883,1997065,1532,5.03,27.5,5578,20352,70485,237087,202,7.65,35.3,572,2829,7857,279178,165,3.73,19.7,839,2511,10340,103874,45,46,7.36,16.5,273,1678,3575,
Frank372,2053098,30,0.94,0.1,23640,22265,79893,1113121,285,1.17,3.7,7608,8557,47469,92895,33,2.62,8.2,403,969,3486,577124,105,2.05,3.3,3176,6282,21795,52516,0,0,3.14,0,183,574,2003,
whoSavvy TTV,271199,31,1.1,1,3153,3438,11156,1965135,864,2.41,8.5,10211,22535,73490,324348,84,1.75,5.2,1605,2661,14766,1273355,301,1.52,3.6,8443,12380,51262,355883,82,93,3.11,5.6,1460,4289,8143,
Mencho1x,1639308,191,1.87,1.7,11484,21163,61331,628671,179,2.38,4.5,4008,9111,24378,697987,185,2.34,5.5,3376,7464,29654,865717,201,2.18,3.8,5267,11035,33735,60464,20,27,3.2,6.4,312,933,1951,
verdu.,2217284,349,1.41,2.2,15577,21421,91800,1003074,425,1.58,5.7,7436,11104,42339,,,,,,,,611425,162,1.49,3.5,4579,6601,25776,86719,44,50,2.53,4.5,975,2353,3200,
frayLingers,691452,357,3.53,14.6,2438,7339,24206,2306282,1744,4.5,23.2,7514,25967,78329,331625,175,2.31,15.1,1161,2275,13996,502719,280,2.36,11,2544,5340,19937,140981,94,97,5.83,16.3,575,2806,5001,
npen,2335210,1167,4.41,10.8,10759,42312,78520,217359,315,5.24,19.2,1644,6960,7801,553587,276,3.41,14.8,1869,5437,23114,725502,697,4.35,17.3,4030,14499,29152,45795,44,38,5.08,14.7,300,1301,1078,
mɑster,1357398,789,4.79,11.9,6611,27904,43788,395360,1039,5.63,21.3,4879,21608,11602,784216,421,4.96,17.7,2383,9728,29470,1292171,1038,4.64,16.2,6401,24896,44785,50984,239,213,6.87,37.9,631,2693,1313,
6GG,153262,34,1.63,4.5,762,1186,6670,1934605,1552,4.3,26,5980,19058,60277,179292,70,1.57,9.1,772,1099,7862,1559584,826,3.16,15.1,5475,14674,54515,174520,80,72,5.96,13.9,577,2962,4938,
CrAzZy GiRLツ,471294,73,1.07,1.3,5756,6071,19337,2360620,834,1.27,4.9,16912,20468,94389,159009,65,1.79,9.4,691,1119,6078,825410,184,1.18,3.3,5563,6353,33597,614847,129,169,3.67,5.2,2489,8664,19361,
butchersdr,72720,17,1.32,2,868,1125,2980,3030494,1453,2.46,7.3,19977,45490,116177,100535,22,1.99,4.4,502,955,4540,618745,221,1.7,3,7303,12071,25040,206205,62,39,11.71,9.9,625,6591,6468,
MaCleanAR,574257,40,0.91,0.8,5109,4629,25779,1927192,834,1.29,5.1,16451,20075,74026,454827,75,1.13,2.8,2719,2977,21305,865378,128,1.23,2,6487,7806,36848,115837,32,41,2.03,4.1,775,1512,3498,
nAsTYxbone,85869,21,1.36,6.1,343,438,3838,2193566,843,1.73,7.9,10640,16905,90631,257766,123,2.65,13.5,912,2089,10404,1275760,304,1.35,5.1,5996,7661,54554,1728762,392,270,4.1,7.6,5167,19589,47610,
EDCOMED,1665274,177,0.92,2,9004,8146,83480,1930748,372,0.86,3.5,10646,8850,99973,142286,9,0.88,1.4,640,554,7395,73352,10,0.78,1.5,653,502,3600,807650,192,713,1.06,3.3,5760,5883,38645,
Spary 69,1359115,186,0.97,2.8,6707,6296,58187,896384,241,0.74,4.5,5414,3829,39780,199282,41,1.07,4.5,909,925,8974,1369717,214,0.93,3,7081,6417,59872,262831,18,17,1.84,1.7,1069,1930,9836,
scoutii poo,1560451,644,3.63,9.4,6840,22521,50754,1028898,636,3.9,11,5798,20157,35537,87288,31,3.35,8.7,357,1093,3465,1140344,547,3.13,7.8,6995,20155,41427,306684,130,117,5.27,11.2,1156,5409,8315,
Zoe ム,148859,52,2.04,6.9,755,1433,5478,2230567,1313,1.19,8.4,15580,16938,81809,303717,201,1.61,11.7,1718,2437,10887,1130919,458,0.85,4.7,9702,7879,46331,82310,53,38,3.16,13.7,387,1057,2407,
Mr_Foco_ ON IG,282493,25,0.77,0.9,2917,2239,12140,2605577,1298,1.5,8.4,15504,21324,100147,433150,208,2.09,11.8,1756,3235,18210,488166,103,1.12,2.8,3630,3938,20427,413208,84,116,1.93,3.3,2574,4800,12734,
69ッッッ,370635,350,5.19,24.9,1405,5472,11860,1655445,1409,6.34,25.4,5544,26212,58212,263503,240,9.43,37.9,633,3706,9026,1520882,1417,6.97,32,4431,21005,48209,246793,163,165,5.95,19.2,849,4080,8218,
Ghizzawi-_-,373394,144,1.62,3.5,4171,6521,13395,2137149,1358,2.41,8.5,15932,35111,71273,163147,69,2.83,9.3,738,1893,6434,1132104,543,2.11,5.6,9648,19201,40854,81496,19,23,4.43,3.8,496,2111,2644,
Nekkern88,2836067,307,0.84,2.4,12921,10587,134131,150836,55,1.55,8,688,982,6484,87142,15,0.91,3.3,459,402,4398,735895,121,1.05,3.1,3850,3905,33471,165327,0,3,3.11,0,510,1585,6334,
keyboardreyli,790158,405,2.75,14.4,2806,6594,28710,693275,426,1.41,9.5,4500,5733,25451,308050,132,2.04,11.1,1192,2167,13471,2022858,1057,2.31,13.2,7988,16044,73742,252455,72,102,3.06,6.1,1178,3386,8439,
crazy noob21,737878,119,0.78,2.8,4237,3192,32246,1875812,748,0.87,7.8,9544,7675,80130,244907,112,1.56,12,936,1285,10003,943139,177,0.76,3.4,5182,3823,42297,1524373,65,46,4.94,2.6,2490,11982,32073,
ｲﾘムﾑ,149366,32,1.86,5.3,608,1071,5801,1979809,1053,2.28,13.4,7861,15524,72044,559068,395,4.55,24.4,1621,5579,19171,1116626,364,2.34,7.9,4595,9880,42100,845414,250,226,4.27,7.9,3146,12357,26905,
Haitorii,298974,25,1.12,1.2,2163,2400,13657,3484282,1089,1.93,4.7,23093,42564,138201,2457,0,6.83,0,6,41,92,17595,4,2.16,3.7,109,227,663,230756,12,17,8.1,2.1,571,4529,6414,
JINZﱞO,1044079,551,2.77,7.1,7731,19911,36164,1144553,891,3.72,12.6,7072,23019,36689,190981,76,3.19,9.9,767,2205,7497,1422170,808,3.48,11.2,7246,22376,48230,234010,95,93,3.39,7.4,1281,4019,6545,
StyxiΨ,207069,15,0.75,1.1,1320,985,9573,2749650,576,1.06,3.1,18591,19071,121791,270826,52,1.24,3.5,1505,1804,12549,573618,76,1.12,2.3,3275,3577,25967,206076,13,31,2.94,1.4,960,2780,8005,
WraithFunky,1326908,126,1.37,1.9,6616,8906,54063,2115418,673,1.72,7.4,9147,14600,87176,31202,11,2.35,9.6,114,242,1218,333361,99,2.48,8.1,1229,2806,12932,2877,0,0,2.64,0,11,29,103,
GayPrideGamer,629720,69,1.08,2,3475,3663,28043,2000431,408,0.71,2.2,18743,12948,92415,370703,38,0.87,1.4,2636,2249,17564,798829,99,0.8,1.7,5693,4500,36876,6223,1,4,0.31,1.3,79,24,321,
bib_hop,43836,1,1.07,0.4,248,265,1911,3538172,965,1.3,5.6,17281,21256,148369,102740,38,1.42,8.1,469,612,4099,117562,13,1.16,2,641,726,4924,15613,1,2,2.92,1.9,53,152,594,
KKILLER ANGEL,225146,9,0.7,0.5,1964,1368,10122,2748207,632,0.87,3.7,16969,14210,120184,299203,66,1.37,4.2,1578,2065,13001,524198,53,0.82,1.5,3639,2941,23436,483992,56,53,2.21,4.1,1382,2926,10322,
UwU Cthulhu,103389,19,0.95,1.7,1104,1026,4550,2762440,1053,1.69,7.2,14539,22779,107277,203675,89,2.34,11.9,746,1536,8346,723892,157,1.44,4.4,3560,4889,30915,500627,69,99,7.14,4.1,1664,11384,16970,
rac711,107596,12,1.01,2.9,413,404,4620,3170533,854,0.77,5,17057,12486,140806,145110,41,0.81,5.9,696,528,6403,372035,63,0.72,3.4,1874,1304,16273,1646587,60,21,1.29,4.4,1365,1683,16529,
Liquid Alixxa,3015392,1726,3.4,14.3,12051,35148,103137,130071,208,3.41,17.5,1188,3340,3918,75198,53,4.14,24.4,217,679,2767,572654,501,3.05,13.7,3649,9599,19611,124925,73,61,7.54,14.7,495,3182,4004,
XxS_Wingert,1491024,375,0.61,5.2,7148,4106,69489,709305,434,1.83,13.6,3186,5028,28692,108112,69,3.82,19.6,352,1081,4281,1482069,729,1.64,12.1,6004,8647,62011,56856,7,15,1.02,2.7,258,255,2022,
Venasty Ankou,740901,164,1.57,2.6,6239,9546,28742,995804,670,1.89,7.4,9066,15896,33850,440211,114,1.23,5.4,2113,2466,20525,1610980,444,1.66,3.6,12262,19658,65828,80526,17,19,3.44,4.4,386,1270,1637,
pughiee,107836,95,2.54,5.4,1770,4259,4118,2738162,2528,2.8,17.3,14579,33712,91632,114899,62,3.01,15.7,395,1002,4448,824958,592,2.5,9.5,6254,14182,31057,121230,85,115,3.36,10.5,807,2427,3741,
FraGmenT23,799701,208,1.26,4.3,4855,5860,35984,2035484,1204,2.33,11.4,10600,21910,80532,207700,110,2.84,14.9,737,1778,8746,741658,268,1.45,4.4,6103,8434,31917,453590,70,42,6.3,5.5,1272,7574,13308,
Jaiden Maynee,380673,145,2.31,7.6,1920,4100,14870,2013235,1571,3.55,18.8,8373,24181,69909,527040,257,2.29,13.6,1884,3725,22870,863584,397,2.34,9.2,4338,9210,34030,105016,69,78,4.46,14.3,484,1852,3662,
fat deg on kava,6929,3,0.95,2.8,108,100,311,3607545,2360,2.92,12,19644,50486,122150,4269,1,2.87,6.2,16,43,182,168543,62,1.47,2,3057,4417,6895,42796,21,17,3.34,8.6,245,749,779,
Jano0o_o,68895,11,1.12,2.5,432,473,2907,2733785,1260,1.57,9,14021,20092,105609,280716,130,2.24,12.3,1061,2083,11282,692469,160,1.41,4.2,3846,5212,28828,454769,160,237,3.51,9,1785,5708,16649,
Jeninator_,910273,222,1.56,1.8,12302,18802,34291,790564,570,2,7.4,7659,14147,27139,229998,108,2.85,11.6,934,2351,8463,1843566,687,1.71,4.3,15818,25855,66917,109523,73,88,2.63,6.9,1053,2580,3580,
BEQA paranoia,1545200,1070,2.69,14.1,7583,17518,57967,770403,419,2.96,9.4,4436,11872,31973,,,,,,,,1455475,734,2.74,9.4,7836,19490,57242,72910,41,35,4.5,10.8,380,1524,2516,
hamadibkr11,1361366,153,1.08,1.9,7873,8322,58277,1679081,470,1.48,6,7854,10948,71832,22101,4,0.82,2.7,146,116,1074,715449,89,1.31,2.4,3685,4711,31505,1648040,10,41,2.83,0.2,4912,13857,64087,
Каїz,20425,33,3.33,8.1,405,1237,739,2721762,2327,4.61,19.5,11930,44313,89020,162073,70,3.49,11.3,618,1912,6530,873673,859,4.04,15.6,5521,18830,30015,27816,30,34,5.67,18.5,162,748,831,
x2jordan. iwnl,483471,64,1.24,1.5,4266,5221,18315,1870130,757,2.02,7.2,10495,19679,73521,295751,135,2.75,11.7,1151,2796,12299,1128591,408,1.79,6.2,6530,10939,44471,560401,41,45,5.13,2.6,1582,7907,13092,
Twitch Dakilla84,296368,80,1.88,3,2678,4877,10248,2131777,1436,3.44,13.2,10855,32441,73395,301043,129,3.58,10.9,1186,3786,11310,1047213,325,2.27,4.3,7561,16458,38363,66471,17,24,4.29,3.6,470,1943,2275,
Xen Lvk0 TTV,1022652,274,2.31,5.2,5298,11593,40079,666965,931,4.08,20.4,4571,14845,21854,565075,223,2.1,10.2,2178,4109,25310,1521558,773,2.78,11.4,6798,16727,59865,76205,48,49,5.27,10.5,459,2167,2460,
Je2Any Bruce Lee,2086999,171,0.93,1.1,16152,14859,92016,637243,183,1.09,3,6087,6429,26041,118971,14,1.45,2,710,1009,5251,920011,76,0.91,0.9,8107,7301,40366,962812,92,84,2.14,2,4611,9691,28821,
CanDook,3182460,1878,2.71,10.1,18604,45245,132399,110805,137,2.84,9.5,1442,3703,4124,137264,48,1.4,8.2,584,753,6412,344368,450,2.89,18.5,2439,5758,17016,173360,230,89,4.32,14.6,1575,5806,5599,
Ninjassian,539506,92,1.17,2,4651,5340,21144,1659130,991,1.26,8.3,11957,13863,61007,352633,188,2.13,14.6,1291,2352,13768,1211470,382,1.62,5.9,6491,9927,45651,480945,210,295,1.93,6.5,3223,5825,15866,
CordobezFer,1188186,824,4.21,13.3,6183,22557,38747,1082168,1651,5.96,30.2,5472,22766,35603,303801,289,12.21,44.3,652,4433,9005,1198882,1050,4.73,21.2,4942,18411,39912,24468,35,12,5.61,17.9,196,903,769,
Betty Drillza,1699152,128,0.87,1.1,11525,9863,74110,808375,259,0.93,5.3,4899,4293,34143,317992,103,1.03,6.3,1628,1564,14079,949510,123,0.78,1.9,6561,5019,42158,208385,36,38,2.46,3.6,1007,2390,7792,
SuperBambiPanda,1034594,67,0.82,1.1,6200,5038,48188,1280259,443,1.29,6.9,6410,7672,55881,191164,47,1.72,5.5,853,1389,8994,1265635,230,1.29,3.5,6608,8224,56212,85347,16,20,1.69,3.8,424,689,3423,
ProgramFN,497311,238,2.46,5.3,4464,10406,15480,1761830,1378,3.03,13.8,9969,25991,57824,6217,3,1.75,13,23,35,218,1500472,875,2.68,9.9,8853,21403,49868,269681,65,75,11.71,7.2,904,9826,9262,
Zara Coconut,255935,24,0.62,1.3,1813,1103,12063,1797699,991,1.28,11.3,8791,9967,68981,312142,94,1.24,5.9,1581,1851,13690,1402081,337,0.86,4.3,7909,6497,60702,487885,64,85,2.83,4.2,1515,4110,15525,
nightrixツ,766991,437,2.13,7.2,6082,12035,30162,2302979,1588,2.58,17.5,9091,19327,80548,69775,15,1.25,4.2,357,428,3332,625321,444,2.23,9.5,4680,9442,23456,464102,222,175,3.87,11.4,1946,6674,13911,
iloucha,3743291,739,1.52,3,24789,36657,146649,20860,134,0.86,2.3,5794,4852,906,457,0,0.8,0,5,4,22,2819,15,0.93,1.1,1402,1291,140,295420,66,45,2.73,2.2,3027,8097,9533,
Twitch_PuZiiyoッ,142442,290,5.68,21.8,1328,5898,4797,3438867,7594,9.76,52.7,14422,66666,104666,42430,43,9.56,47.3,91,459,1339,141528,211,6.26,29.9,705,3093,4757,139246,378,364,7.55,38.6,980,4545,4042,
two pay pau,470396,84,1.07,2.6,3202,3324,19603,1365796,676,1.87,9.6,7044,11895,52076,325614,102,1.59,7,1467,2172,14763,1602459,476,1.5,5.9,8005,11261,66611,161789,59,88,1.45,5.4,1101,1508,5722,
Chugga626_TDG,3382617,299,0.92,2,15193,13730,159684,77588,32,1.27,7.8,408,479,3171,34399,12,1.15,7.7,155,164,1514,272673,27,0.82,1.4,1895,1540,12064,18305,5,8,0.48,2.8,179,83,869,
Twitch TritLive,1022342,53,1.2,0.5,11463,13696,43663,1575456,796,2.29,10.1,7864,16172,55815,514008,135,1.23,6.2,2168,2498,23666,648023,113,1.37,2.1,5497,7367,26658,68027,32,34,2.08,6.1,528,1030,2170,
SchwarzPanda,16166,4,0.54,3.8,105,55,771,2071612,1375,1.88,16.7,8241,12899,79997,302499,232,2.61,25.5,911,1772,11551,1369713,531,1.1,7.3,7262,7372,58562,273868,79,83,4.1,11.5,689,2503,6944,
TROUBLE 凸-_-凸,298375,33,0.99,1.5,2201,2137,12848,1232290,733,1.69,10.1,7284,11093,45602,105266,32,1.52,6.9,462,655,4469,2128876,495,1.18,3.6,13896,15756,87988,99153,34,35,2.53,6.6,513,1214,3315,
sky133801,554354,24,1.03,0.4,6106,6247,22566,2773314,760,1.37,3.6,20968,27650,110891,111690,17,1.51,2.6,653,958,4752,315037,31,1.16,1.1,2703,3103,13078,91931,22,29,1.51,2.8,773,1136,3361,
JJ.1SHOT-FB,976925,396,2.4,8.6,4605,10121,35932,1398252,967,4.34,21.1,4578,15681,50891,143637,82,3.41,15.8,519,1490,5709,1239266,557,2.79,11.2,4985,12371,47000,139857,43,40,3.67,5.5,777,2697,4997,
ツCasul,260127,44,1.16,3.3,1338,1495,11123,2674824,1229,1.48,8.4,14630,19813,107129,241635,65,1.27,6.7,976,1157,11845,582930,117,1.2,3.6,3246,3760,25534,37509,21,26,2.14,5.9,356,716,1262,
Redvines,554686,101,1.95,3.8,2633,4925,22038,2391187,1809,4.95,27.2,6659,24019,84758,123505,43,2.2,8.4,512,1034,5293,685210,203,3.98,7.8,2617,9597,26522,344486,196,305,4.6,18.5,1060,3973,11895,
Twitch ItsCaedo,156278,73,2.12,5.7,1285,2575,6003,3073294,2363,3.03,17.5,13484,33747,102589,105685,49,1.96,12.9,379,648,4181,420066,209,2.16,7.7,2726,5449,15837,64800,49,46,3.9,17.9,274,878,1995,
CoachNick1,941913,120,0.77,3,4006,2974,43289,1622207,628,0.41,7.5,8398,3209,73749,149504,56,0.48,8.8,634,275,7052,1044921,341,0.64,8.1,4201,2459,45826,519238,12,28,2.83,0.8,1569,4410,19988,
Arg-DAVID_KOF,651508,119,1.42,3.1,3881,5347,25270,2115730,1015,2.02,10,10177,18469,80408,207366,123,3.87,19.2,639,1998,7498,776681,280,2.27,9.2,3032,6245,29277,1429637,94,106,8.84,2.9,3224,27671,39967,
کLegustک,942381,148,1.33,2.6,5639,7287,41355,302335,110,2.02,6.9,1593,3000,11988,631570,163,1.53,5.3,3063,4429,29410,1879467,412,1.56,4.2,9733,14511,81755,114684,22,28,2.72,3.5,624,1636,4141,
лegaл ay лол,1100980,181,1.09,2,9195,9826,46487,451688,212,1.32,6.5,3250,4003,18115,772471,210,1.11,5.2,4060,4280,37458,1428908,339,1.21,3.3,10425,12155,61420,157976,30,29,1.74,2.4,1265,2152,4975,
ᴛᴡɪᴛᴄʜ UMB0T5,877390,185,2.33,3.9,4774,10704,31754,592934,318,2.97,9,3525,9517,21770,848172,294,3.01,8,3658,10135,35835,1432405,406,2.61,5.3,7617,18820,55453,659044,105,105,4.52,4,2614,11348,18486,
Ｌ３ＮＮ,268302,171,4.32,19.3,885,3086,9020,2436038,3298,6.73,43.4,7607,29002,73424,152806,156,9.38,49.8,313,1472,4511,895879,788,5.07,29,2715,9776,30096,246779,147,111,6.99,17.1,859,4980,6626,
Serious Hakid,114613,5,0.81,0.5,984,796,5000,2919610,1026,1.2,5.2,19854,22680,118355,281441,79,1.83,5.5,1435,2479,11606,431914,65,0.88,1.7,3835,3328,18606,508611,36,91,2.19,1.5,2421,5228,17549,
Sahag_TheKing,578252,93,0.95,1.6,5987,5570,24786,1832625,630,1.29,6.2,10138,12293,77778,234161,57,1.11,4.8,1190,1257,10896,1102586,228,1.02,2.5,9266,9228,47227,684758,143,202,1.82,3.8,3793,6639,22311,
Timzoes,2191114,1687,7.67,29.9,5636,30299,61124,279008,210,4.26,17.1,1225,4323,9556,141232,70,3.23,12.5,562,1589,5645,1135873,776,4.92,20.3,3831,15043,38603,173296,45,38,6.2,9.3,483,2716,3895,
THE PUNISHΞR,112924,15,1.66,2.1,712,1159,4442,2843708,1959,2.97,19.3,10153,24347,96401,335583,185,3.57,16.8,1104,3280,12080,459834,177,2.05,7.9,2246,4235,17138,204681,74,85,4.18,12.2,606,2224,4799,
PG.PETER,1826254,270,0.96,1.5,18393,17385,76812,496220,218,1.07,4.8,4515,4613,20118,281558,77,0.77,5.4,1435,1041,14305,1133242,236,0.91,2.8,8378,7392,49895,202566,47,82,1.94,2.9,1630,3072,6774,
eboyakill,632640,108,0.48,4.8,2258,1022,30346,2293483,1582,0.26,20,7918,1631,105513,121716,73,0.26,19.9,367,76,5726,700484,275,0.21,9.8,2796,528,33230,290207,49,122,1.37,5.4,901,1163,11700,
TTV OTigreChino,1149428,214,1.21,2.6,8231,9731,47854,835051,421,1.89,9.8,4293,7312,32307,276272,54,1.28,4.4,1240,1515,14137,1482930,423,1.49,5,8423,11940,63483,33070,15,19,3.37,6.6,226,712,1220,
Bharat-ka-Sapoot,2663593,534,1.3,4.2,12680,15810,106132,201793,48,0.76,3.2,1480,1088,8787,17785,13,2.02,19.1,68,111,596,869274,228,1.35,5.4,4239,5396,34572,367734,97,94,1.78,4.8,2030,3434,14197,
4R4G0R,446945,55,1.15,2.1,2568,2881,18964,1879098,1047,1.99,10.8,9668,17126,70434,395223,120,1.23,7,1709,1947,18345,1013304,297,1.42,5.3,5643,7568,41697,339871,189,229,2.11,8.4,2237,4312,10149,
mattG3llo_twtch,650982,72,0.8,0.8,9009,7144,26777,2402507,1439,2.44,13.6,10577,22270,87612,211431,156,3.67,24.7,632,1748,7260,473447,122,1.85,4.7,2591,4560,18562,744145,67,71,4.84,2.9,2342,11015,18775,
CIK_Dusha,1800395,260,1.48,2.2,11758,16984,71372,780968,221,1.64,3.9,5671,8956,30496,227923,36,1.54,2.8,1300,1951,10471,921973,194,1.77,3.7,5256,8977,37322,191607,45,78,2.23,4.3,1044,2231,7138,
monkey D brg,966522,124,1.09,1.7,7433,7965,42196,349722,150,0.99,3.4,4463,4289,14844,611905,145,1.81,5,2928,5025,28112,1809891,363,1.3,3,11967,15104,78436,14385,4,5,1.06,1.2,341,357,398,
eLiXr Rhubarb,536894,396,1.82,9.6,4127,6807,20393,1266456,942,2.23,14.1,6694,12811,49820,109902,89,4.73,27.8,320,1093,3989,1826340,1293,2.24,16.4,7880,14780,71076,225492,34,18,7.89,4.5,763,5752,7400,
BotieL,701606,68,1.3,1.5,4459,5730,30718,1520361,515,2.03,5.8,8845,16899,60421,573475,147,2.03,5.2,2854,5494,25053,936428,171,1.71,3.1,5537,9201,39587,161158,49,67,2.14,4.6,1072,2193,5305,
Soy malarda,319024,19,0.7,0.4,4246,2939,14345,2821907,335,0.73,1.3,26502,19181,132253,29315,0,0.68,0,237,162,1422,562849,48,0.85,1,4949,4187,25014,649222,41,92,0.68,0.7,5685,3822,27676,
Kubi.,843378,224,1.78,4.8,4627,7835,34402,1128089,729,2.97,17.5,4170,10233,40962,496411,217,2.56,12.3,1768,3969,21753,1261972,448,2.23,7.8,5744,11806,49450,219907,86,108,4.44,8.7,983,3980,7088,
vegard.stus,283553,217,2.26,7.4,2951,6190,11733,2379485,1972,4.26,14.3,13819,50464,81430,,,,,,,,1069105,878,2.85,10.2,8590,21992,38707,601204,475,480,4.81,14.5,3265,13423,18622,
G o l d P r o,261820,38,1.19,1.9,1981,2311,10969,2529143,1112,2.04,8.3,13444,25101,98982,298741,81,1.83,5.5,1482,2565,13091,644368,151,1.32,3.2,4709,6016,27050,135685,36,56,1.71,2.6,1372,2283,4239,
LukeShots,3460801,591,1.15,2.8,21096,23615,141823,233919,31,0.83,1.5,2063,1693,10845,,,,,,,,25688,4,0.81,1.9,209,167,1096,162482,1,4,5.34,0.2,559,2978,6088,
4LK SmiteShotz,1285042,678,3.65,10.4,6539,21381,43926,513016,572,4.21,12.9,4432,16250,16506,810648,416,4.21,15.4,2702,9626,33356,1122697,726,3.29,9.9,7353,21802,41616,176407,120,88,4.84,11.9,1009,4299,5371,
DDM92ϟ,28676,1,0.75,0.5,221,165,1368,2275245,1030,1.77,9.6,10749,17247,88915,636570,155,1.35,5.3,2907,3722,29122,790660,130,1.2,2.8,4627,5403,33694,156620,25,0,4,9.1,276,1003,2255,
Zero is back,220813,21,1.05,1.1,1837,1908,9125,1166190,523,2.08,8.7,6046,11502,45414,386359,96,1.76,4.7,2043,3421,17020,1958374,531,1.77,4.7,11335,19131,77565,128753,29,50,1.98,4.3,676,1283,4440,
woltaire.,545158,135,2.65,5.1,2647,6664,22155,921235,501,4.62,9.8,5094,21197,33095,703325,287,3.6,11,2605,8342,29501,1555363,567,3.69,8,7045,23923,59148,93116,46,60,6.64,11.6,395,2319,3000,
Joe Bゞ,556406,226,3.04,6.2,3629,10334,22441,842413,720,4.76,12.1,5971,25017,28116,546308,222,3.36,10.8,2064,6193,21023,1782730,1042,3.68,8.2,12655,42717,69241,57542,31,34,4.37,9.3,335,1329,1820,
LakisLakis77,1066846,34,0.83,0.3,10184,8399,45432,837391,145,1.08,2.4,6036,6363,35421,78263,7,0.77,1.2,597,457,3600,1743504,78,1.01,0.6,13300,13372,76753,207589,9,19,1.4,0.8,1163,1620,6545,
Quikslik,1423278,1693,4.06,26.4,6415,19158,50948,1092060,1094,5.13,21.7,5038,20219,36799,313189,166,4.33,15.2,1095,4020,12424,893910,807,4.26,17,4741,16748,31413,959009,361,318,3.1,10.2,3556,9915,31228,
Shadyッ,11196,2,0.69,0.3,617,425,495,2856880,1894,1.41,9.3,20359,26023,101838,313826,127,1.6,9.4,1355,1967,12802,541144,205,1.35,5.3,3833,4904,20946,1752856,133,104,8.42,3.6,3692,29965,42267,
Elesawy_,491821,91,0.82,1.4,6661,5376,20492,1356440,490,1.1,4.5,10997,11573,56534,173890,61,1.9,7.7,788,1383,7258,1698981,414,1.14,3.1,13244,14597,71573,350738,50,103,2.96,2.9,1747,5027,13212,
VSC TdSoqueTeS,176501,21,1.32,2.1,1009,1304,7238,2170193,1231,2.03,14.6,8450,14649,81487,606980,244,1.26,8.8,2771,3195,25786,754625,246,1.56,7.2,3410,4930,29709,617124,222,248,4.78,13,1714,7139,14477,
Nightcrawler H2O,1048395,65,1.05,1.4,4774,4955,48037,1986292,583,1.79,6.7,8714,14578,81967,317581,69,1.97,5.4,1282,2388,13629,372502,37,1.06,2.1,1742,1813,17251,323984,6,11,3.51,0.6,1060,3702,12944,
Dr3ma不,953990,90,1.11,0.7,13833,15213,38458,949866,373,1.48,3.3,11312,16193,36600,676178,187,1.69,5.4,3476,5565,28773,1137004,260,1.3,2,12984,16504,46169,163689,47,67,1.79,2.9,1618,2809,5950,
IAM_MBiO,295007,9,0.6,0.4,2158,1286,15648,2800682,1006,1.04,7.9,12739,12231,118893,199659,27,0.54,3.4,805,423,10932,419425,49,0.58,2.2,2238,1278,20712,406577,22,47,2.29,2.1,1069,2400,13089,
사퍼드와이트,94620,13,1.58,2,653,1010,3803,3353285,2514,3.87,23.2,10842,32217,108719,100390,44,2.3,10.4,423,872,3927,167390,62,2.62,9.1,684,1632,6034,391662,107,47,5.61,12.3,868,4266,8103,
OMEGA.LEB,699198,465,2.92,9.7,4805,12681,23441,1733923,1619,3.9,17,9533,30833,57650,121457,63,3.39,13.3,473,1391,4581,1155944,945,3.41,14,6727,19733,39580,181107,101,106,5.67,13.1,773,3813,5717,
luсaa 74,2076290,396,1.52,2.6,14958,22119,86748,239727,81,2.05,4.1,1977,3881,9680,410948,139,2.3,7.9,1760,3722,17712,986158,240,2.1,4.6,5259,10548,39515,265721,64,78,2.67,4.1,1573,4032,8521,
Scared2Love,127074,27,1.69,4.6,583,939,5491,2383527,1836,5.17,26.5,6933,26341,79796,422447,346,6.39,31.4,1103,4837,14275,776965,432,3.89,16.8,2566,8302,26944,6226,0,0,6.04,0,28,169,218,
KoKo Senpai Ø,544146,159,1.48,8.1,1951,2649,23398,1812129,1038,2.17,16.2,6405,11651,69616,415007,280,3.01,21.7,1288,3034,15070,937626,331,1.79,8.9,3711,6051,37933,260894,9,12,4.94,1.8,488,2367,6448,
GrampaJ,1998487,208,0.98,1.6,13032,12618,83949,1189489,373,0.81,4.1,9072,7052,50702,120540,39,2.14,7.8,498,982,4766,400856,89,1.04,2.7,3315,3363,16568,81017,13,20,1.67,2.2,597,978,2418,
geovani_L2R2,701518,98,1.4,2.1,4639,6379,29805,1040221,507,2.34,8.1,6236,13379,37549,494746,85,1.81,3.2,2664,4658,22254,1471229,318,1.84,3.5,9046,16065,59387,30047,5,6,2.42,2.1,234,555,1203,
